feature_set,model,repeat,fold,rmse,mae,r2,n,rmse_hard
curated (log),xgboost,1,0,22.294592126773587,10.522076298400147,0.9435916295665642,251.0,43.64435206988359
curated (log),xgboost,1,1,24.87197226817797,10.370352148437501,0.9085102773259753,250.0,61.51258342733392
curated (log),xgboost,1,2,34.79912117272103,11.650373222421877,0.8619145177589943,250.0,87.44089873919498
curated (log),xgboost,1,3,20.59160638639579,9.978936983632813,0.9460058197437445,250.0,39.529504347815184
curated (log),xgboost,1,4,20.858119955072148,10.03298417421875,0.9387531837607308,250.0,39.925266282914734
curated (log),xgboost,2,0,20.877697497672838,10.277132821565301,0.9447382440956085,251.0,44.903829152125965
curated (log),xgboost,2,1,24.56836927116713,10.808160898769529,0.9295861830035705,250.0,59.55274017173536
curated (log),xgboost,2,2,21.239409134780583,10.278672111972655,0.9404493368569165,250.0,47.262255449963426
curated (log),xgboost,2,3,33.32856192220205,12.631259763281248,0.8783319059445351,250.0,81.42865718725822
curated (log),xgboost,2,4,21.381342937584943,9.43991957835937,0.9242777443147014,250.0,45.95619747695276
curated (log),xgboost_per_family,0,0,21.108114502714972,11.312758104208983,0.9434695971879474,250.0,44.96455460803453
curated (log),xgboost_per_family,0,1,36.174551537252725,13.488978869462224,0.8588707071570685,249.0,83.758645588878
curated (log),xgboost_per_family,0,2,19.96474977919243,9.607388692441404,0.9250963302359049,250.0,37.059773963633596
curated (log),xgboost_per_family,0,3,20.479652129759845,9.288284294531252,0.9476751869659076,250.0,49.18308487261201
curated (log),xgboost_per_family,0,4,30.90403759995126,14.43590882796812,0.8828331365724121,249.0,66.37596705427896
curated (log),xgboost_per_family,1,0,19.71527098876262,10.30364154207031,0.9537519071116509,250.0,36.0440642923603
curated (log),xgboost_per_family,1,1,20.39089118127972,9.755073063164062,0.9385071990185782,250.0,48.60390084021398
curated (log),xgboost_per_family,1,2,36.075889788051654,12.958463970664063,0.8515960121143796,250.0,89.18038365870473
curated (log),xgboost_per_family,1,3,25.316168428171835,12.1728852685743,0.9170875017998268,249.0,53.05135394280407
